movie,n_social,n_alone,statistic,p_value,significant,social_mean,alone_mean
Blazing Saddles (1974),52,63,1529.5,0.7321167853616593,False,2.5096153846153846,2.5634920634920637
The Doom Generation (1995),31,28,478.5,0.2499551204057457,False,2.3548387096774195,2.1785714285714284
Armageddon (1998),77,90,3753.5,0.17479473247088145,False,2.675324675324675,2.4722222222222223
X-Men (2000),245,305,39931.0,0.07851901676020344,False,3.0448979591836736,2.944262295081967
Arachnophobia (1990),45,59,1570.0,0.05471471814748399,False,2.2444444444444445,1.88135593220339
Stir Crazy (1980),28,30,466.5,0.2345661610335954,False,2.267857142857143,2.0833333333333335
Billy Jack (1971),34,25,411.0,0.5887974016870086,False,2.1911764705882355,2.28
The Silencers (1966),32,31,398.5,0.9137485780589361,False,2.109375,2.4516129032258065
The Three Musketeers (1993),84,91,4061.5,0.2346302149015465,False,2.5535714285714284,2.4505494505494507
Girl Interrupted (1999),84,143,5041.5,0.9807466209195411,False,2.9226190476190474,3.1538461538461537
Finding Nemo (2003),429,569,129159.5,0.04780564612852,False,3.4207459207459205,3.369068541300527
Tropic of Cancer (1970),34,33,613.5,0.25492944889609453,False,2.176470588235294,2.0454545454545454
The Sixth Sense (1999),162,224,18134.5,0.5037834965642016,False,3.095679012345679,3.109375
I Know What You Did Last Summer (1997),90,127,5852.0,0.3810109432890975,False,2.4277777777777776,2.3858267716535435
Indiana Jones and the Kingdom of the Crystal Skull (2008),197,252,26785.5,0.07231010240762134,False,2.598984771573604,2.4761904761904763
Divine Secrets of the Ya-Ya Sisterhood (2002),39,42,819.0,0.5019020062605138,False,2.358974358974359,2.3095238095238093
Ace Ventura: When Nature Calls (1995),93,138,7249.5,0.04568691128888944,False,2.5806451612903225,2.3840579710144927
Dances with Wolves (1990),60,76,2154.0,0.713083126618199,False,2.441666666666667,2.539473684210526
Date and Switch (2014),33,36,592.0,0.5121214489748942,False,2.121212121212121,2.138888888888889
The Intouchables (2011),90,127,5047.5,0.9358857852485273,False,2.9944444444444445,3.1929133858267718
Mrs. Doubtfire (1993),220,306,34114.5,0.3931145547979398,False,3.1363636363636362,3.1013071895424837
Ghostbusters (2016),181,212,22001.0,0.005617984239420151,False,2.7154696132596685,2.3891509433962264
Almost Famous (2000),82,130,5265.0,0.5607317190646123,False,2.774390243902439,2.8230769230769233
Blade Runner (1982),87,133,5004.0,0.9573466140782827,False,2.6954022988505746,2.8759398496240602
Unforgiven (1992),37,50,781.0,0.8955156896191678,False,2.310810810810811,2.56
Rosemary's Baby (1968),64,93,2607.0,0.908928328275628,False,2.3984375,2.6451612903225805
Cheaper by the Dozen (2003),287,388,58445.5,0.1313537489767037,False,2.818815331010453,2.768041237113402
Can't Hardly Wait (1998),47,48,1302.0,0.09602496334383975,False,2.5425531914893615,2.2916666666666665
Die Another Day (2002),72,77,2679.5,0.6395791188595231,False,2.4791666666666665,2.564935064935065
Toy Story 2 (1999),392,508,107495.5,0.01756834651948272,False,3.204081632653061,3.1131889763779528
Transformers: Age of Extinction (2014),229,269,33360.0,0.05345187037588666,False,2.423580786026201,2.2360594795539033
Like Stars on Earth (2007),39,34,731.5,0.22401350696694278,False,2.5128205128205128,2.2941176470588234
Terminator 2: Judgement Day (1991),137,162,11003.5,0.5507892896370451,False,2.6094890510948905,2.6450617283950617
25th Hour (2002),40,43,773.0,0.789890374693679,False,2.1875,2.372093023255814
Who's Afraid of Virginia Woolf (1966),58,62,1830.0,0.4335484203134068,False,2.663793103448276,2.620967741935484
Adaption (2002),42,46,796.0,0.9256765811563908,False,2.380952380952381,2.6739130434782608
Life is Beautiful (1997),85,133,5903.0,0.2810486230772756,False,3.2823529411764705,3.244360902255639
Room (2015),127,170,9917.0,0.896706174621176,False,3.094488188976378,3.3117647058823527
Scream (1996),157,195,13973.5,0.922617491775504,False,2.4968152866242037,2.6666666666666665
The Evil Dead (1981),58,78,1804.5,0.9791340442940979,False,2.2844827586206895,2.7435897435897436
Gangs of New York (2002),67,93,2760.5,0.8940627163649988,False,2.6044776119402986,2.849462365591398
Stand By Me (1986),92,125,5631.5,0.6047359599990527,False,2.9510869565217392,3.004
The Vow (2012),193,252,24857.0,0.3422490765127031,False,2.699481865284974,2.6607142857142856
Toy Story 3 (2010),375,483,95945.5,0.05976215331812966,False,3.3293333333333335,3.2546583850931676
The Matrix Reloaded (2003),142,186,12699.5,0.7274794296161968,False,2.76056338028169,2.814516129032258
Once Upon a Time in the West (1968),36,43,690.0,0.7995516391561676,False,2.2222222222222223,2.4186046511627906
Star Wars: Episode V - The Empire Strikes Back (1980),211,269,27440.0,0.7385784254608807,False,3.0734597156398102,3.1059479553903344
War Games (1983),49,58,1508.5,0.29073715142324075,False,2.438775510204082,2.3706896551724137
Kill Bill: Vol. 2 (2004),143,204,14257.5,0.6434749754522342,False,3.041958041958042,3.125
Saving Private Ryan (1998),189,235,20312.5,0.9397467271467426,False,3.037037037037037,3.2127659574468086
Just Married (2003),72,98,3833.0,0.16635651240335714,False,2.451388888888889,2.306122448979592
Being John Malkovich (1999),57,83,2199.0,0.7639397515271207,False,2.6842105263157894,2.789156626506024
Father's Day (1997),35,35,698.0,0.15668942470045805,False,2.3,2.0428571428571427
Batman (1989),169,206,18664.0,0.11087310627867647,False,2.8727810650887573,2.79126213592233
Se7en (1995),103,138,6371.5,0.9209344079851522,False,2.995145631067961,3.210144927536232
Happy Gilmore (1996),125,176,12133.0,0.061972818526648266,False,2.688,2.508522727272727
My Big Fat Greek Wedding (2002),220,278,33159.5,0.049538076319374326,False,2.9863636363636363,2.8255395683453237
Boomerang (1992),36,33,594.0,0.5024177385044506,False,2.1944444444444446,2.1818181818181817
The Avengers (2012),340,412,78946.0,0.0009989390931926215,True,3.210294117647059,3.054611650485437
In America (2002),37,33,638.5,0.3719608040790765,False,2.0945945945945947,1.9696969696969697
Tarzan (1999),338,416,70432.0,0.48246971157119417,False,3.1316568047337277,3.126201923076923
Scent of a Woman (1992),45,61,1181.5,0.8925687170520349,False,2.522222222222222,2.737704918032787
The Cabin in the Woods (2012),166,241,20118.0,0.46054263569262094,False,2.4367469879518073,2.4024896265560165
Spider-Man (2002),367,459,94401.0,0.0011795348817307183,True,3.0204359673024523,2.8453159041394334
Broken Arrow (1996),33,36,605.5,0.44681000214817845,False,2.196969696969697,2.1944444444444446
Baby Geniuses (1999),66,79,2794.0,0.22790629001985435,False,2.1893939393939394,2.0316455696202533
Battlefield Earth (2000),38,35,733.5,0.22460957389726993,False,2.1052631578947367,1.9
The Firm (1993),36,38,740.5,0.2702644178203618,False,2.513888888888889,2.3552631578947367
De-Lovely (2004),29,33,386.5,0.9064684654248518,False,2.0172413793103448,2.3484848484848486
Die Hard (1988),124,167,11500.0,0.05064529270110699,False,2.9233870967741935,2.748502994011976
The Lord of the Rings: The Two Towers (2002),214,270,29150.5,0.43091515063591956,False,3.014018691588785,3.0055555555555555
The Blair Witch Project (1999),122,176,10402.0,0.678120162954381,False,2.4385245901639343,2.5056818181818183
Judge Dredd (1995),38,44,861.5,0.40730858140961707,False,2.3026315789473686,2.272727272727273
10 Things I Hate About You (1999),233,305,36034.5,0.38548841849901,False,3.2510729613733904,3.232786885245902
The Insider (1999),42,52,1211.0,0.1805312871096948,False,2.4761904761904763,2.3461538461538463
Erik the Viking (1989),33,27,502.5,0.19884469630633106,False,2.227272727272727,1.9259259259259258
Pirates of the Caribbean: At World's End (2007),286,362,57142.5,0.01044645057188552,False,2.9545454545454546,2.777624309392265
The Ring (2002),154,217,17071.0,0.3596273617189554,False,2.5324675324675323,2.4953917050691246
The Truman Show (1998),152,224,16370.5,0.7425121748534326,False,3.1151315789473686,3.1875
Forrest Gump (1994),340,436,78514.5,0.06800290740932476,False,3.3779411764705882,3.3405963302752295
I.Q. (1994),33,33,540.0,0.5257608909479058,False,2.1363636363636362,2.1515151515151514
Goodfellas (1990),87,128,4999.0,0.9052263060578728,False,3.0172413793103448,3.1953125
Uptown Girls (2003),101,143,6886.5,0.7349932180459556,False,2.772277227722772,2.8811188811188813
Beauty and the Beauty (1991),221,273,32965.5,0.03285999070213607,False,3.31447963800905,3.2161172161172162
Black Hawk Down (2001),68,96,3233.5,0.5418074992214128,False,2.713235294117647,2.75
Knight and Day (2010),82,111,4337.0,0.7148004794740509,False,2.3841463414634148,2.490990990990991
The Shawshank Redemption (1994),153,233,17154.0,0.7476167410893386,False,3.2941176470588234,3.4377682403433476
Sleepy Hollow (1999),62,96,3181.0,0.23055416236924015,False,2.5,2.4114583333333335
The Holiday (2006),111,154,9063.5,0.19729649487609757,False,2.891891891891892,2.779220779220779
Sixteen Candles (1984),190,272,27835.5,0.07567706698117617,False,2.876315789473684,2.775735294117647
10000 BC (2008),74,101,4192.0,0.08274933015877883,False,2.4054054054054053,2.1633663366336635
Austin Powers: The Spy Who Shagged Me (1999),164,231,19555.5,0.28925415981117225,False,2.658536585365854,2.6125541125541125
The Lion King (1994),409,519,114653.0,0.011903898723651262,False,3.5268948655256724,3.4084778420038537
Child's Play (1988),72,87,3265.5,0.3211230472517914,False,2.3472222222222223,2.264367816091954
Anger Management (2002),84,119,4997.5,0.5009813851292564,False,2.5,2.5168067226890756
Angels in the Outfield (1994),100,117,6366.5,0.12866583526073855,False,2.485,2.3547008547008548
Wild Wild West (1999),48,50,1459.5,0.031350415861752044,False,2.34375,1.98
Split (2016),135,161,10789.0,0.5437588325387953,False,2.9703703703703703,2.919254658385093
Bad Boys (1995),85,87,3725.5,0.46596455428732664,False,2.8176470588235296,2.7988505747126435
The Prestige (2006),85,125,4921.0,0.8246177707852156,False,3.0941176470588236,3.16
American Graffiti (1973),41,42,938.0,0.2399761992971498,False,2.426829268292683,2.1904761904761907
Air Force One (1997),70,71,2797.0,0.09642381570318276,False,2.7785714285714285,2.556338028169014
Harry Potter and the Sorcerer's Stone (2001),359,501,95592.5,0.0479205881800659,False,3.3913649025069637,3.2954091816367264
Close Encounters of the Third Kind (1977),49,60,1423.5,0.6141249129172679,False,2.479591836734694,2.525
Hollow Man (2000),43,41,1002.5,0.13648715500417746,False,2.4651162790697674,2.1707317073170733
Point Break (1991),47,52,970.0,0.9630205855677542,False,2.276595744680851,2.644230769230769
I Robot (2004),174,224,20510.0,0.1809920372442757,False,2.8045977011494254,2.7745535714285716
Batman: The Dark Knight (2008),306,412,57789.0,0.9762601099467935,False,3.1879084967320264,3.2730582524271843
Ghost (1990),84,105,4465.5,0.4405432590159879,False,2.7976190476190474,2.776190476190476
A Bug's Life (1998),312,421,69343.0,0.09450662779268054,False,2.8573717948717947,2.7719714964370548
American Pie (1999),179,263,23581.0,0.4871626312914378,False,2.452513966480447,2.446768060836502
Daredevil (2003),83,117,4729.5,0.6241565985031374,False,2.1204819277108435,2.1923076923076925
The Bandit (1996),33,32,589.5,0.2070803415699109,False,2.378787878787879,2.09375
Grease (1978),273,372,51209.5,0.42558106514277416,False,2.956043956043956,2.932795698924731
The Girl Next Door (2004),74,96,3531.0,0.5272823342549214,False,2.4594594594594597,2.4427083333333335
The Godfather (1972),163,230,18471.5,0.6010594151142485,False,3.1901840490797544,3.215217391304348
Cloverfield (2008),93,125,5735.0,0.5681691865212983,False,2.435483870967742,2.54
Rush Hour 2 (2001),204,223,24774.0,0.051367229797670826,False,3.1495098039215685,2.997757847533632
Bruce Almighty (2003),240,289,35468.0,0.32416698527125776,False,2.7,2.652249134948097
Girl With a Pearl Earring (2003),58,67,1937.0,0.5130244893170927,False,2.6551724137931036,2.58955223880597
Grown Ups 2 (2013),210,243,27255.5,0.10323545652256055,False,2.4238095238095236,2.308641975308642
Best Laid Plans (1999),29,23,446.0,0.018654937216845253,False,2.3448275862068964,1.673913043478261
Bram Stoker's Dracula (1992),48,60,1323.5,0.7678826152698354,False,2.3645833333333335,2.5
Fahrenheit 9/11 (2004),62,76,2327.0,0.5508671727721873,False,2.588709677419355,2.5789473684210527
Donnie Darko (2001),94,149,5051.5,0.9999015403929875,False,2.632978723404255,3.0805369127516777
Bad Teacher (2011),189,266,25739.5,0.3301243644592429,False,2.3386243386243386,2.274436090225564
Cable Guy (1996),42,56,1216.5,0.3860020720696321,False,2.2857142857142856,2.1785714285714284
Ice Age (2002),391,483,97859.0,0.17371895172862817,False,2.8312020460358056,2.771221532091097
Misery (1990),58,76,2215.5,0.47998160570130155,False,2.8448275862068964,2.8092105263157894
8 Mile (2002),148,179,12850.5,0.6825431499667833,False,2.9864864864864864,2.9916201117318435
Harry Potter and the Deathly Hallows: Part 2 (2011),354,467,83659.5,0.3776663616318293,False,3.3319209039548023,3.2890792291220556
Ouija: Origin of Evil (2016),82,112,4838.5,0.2606681434892149,False,2.1219512195121952,2.017857142857143
The Deer Hunter (1978),34,44,722.0,0.6064230940315515,False,2.5294117647058822,2.5
There's Something About Mary (1998),81,118,4639.0,0.6391071612652088,False,2.4876543209876543,2.593220338983051
